"word","phonetic","meaning","level","category","example","related_words","part_of_speech","root"
"artillery","/ɑːˈtɪlərɪ/","大炮，炮兵部队","CET6","CET6","","","n",""
"artist","/ˈɑːtist/","艺术家，美术家","CET4","CET4","","","n",""
"artistic","/ɑːˈtistik/","艺术的；艺术家的","CET4","CET4","","","a",""
"as","/æz/","当...的时候","CET4","CET4","","","conj",""
"ascend","/əˈsend/","登高，上升，升高","CET6","CET6","","","v",""
"ascertain","/ˌæsəˈteɪn/","发现，查明，确定","CET6","CET6","","","v",""
"ascribe","/əˈskraɪb/","把...归因于，认为...是某人所做","CET6","CET6","","","v",""
"ash","/æ∫/","灰，灰末；骨灰","CET4","CET4","","","n",""
"ashamed","/əˈ∫eimd/","惭愧(的)；羞耻(的)","CET4","CET4","","","a",""
"asia","/ˈei∫ə/","亚洲","CET4","CET4","","","n",""
"asian","/ˈei∫ən/","亚洲的 n.亚洲人","CET4","CET4","","","a",""
"aside","/əˈsaid/","在旁边，到旁边","CET4","CET4","","","ad",""
"ask","/ɑːsk/","问；要求；邀请","CET4","CET4","","","vt",""
"asleep","/əˈsliːp/","睡着的，睡熟的","CET4","CET4","","","a",""
"aspect","/ˈæspekt/","方面","IELTS","IELTS","We need to consider every aspect of the issue.","facet, angle, perspective, dimension","noun","拉丁语 aspectus"
"aspiration","/ˌæspɪˈreɪʃən/","渴望，志向，抱负","CET6","CET6","","","n",""
"assassination","/әˌsæsiˈneiʃәn/","暗杀，行刺","CET6","CET6","","","n",""
"assault","/əˈsɔːlt/","猛烈地攻击，突击，突袭","CET6","CET6","","","n",""
"assemble","/əˈsembl/","聚集，集合 2. 装配(机器等)","CET6","CET6","","","v",""
"assembly","/əˈsembli/","集合；集会；装配","CET4","CET4","","","n",""
"assert","/əˈsɜːt/","宣称，断言 2. 维护，坚持(权利等)","CET6","CET6","","","v",""
"assess","/əˈses/","评估","IELTS","IELTS","Teachers assess students' progress regularly.","evaluate, appraise, judge, rate","verb","拉丁语 assidere"
"asset","/ˈæset/","资产","CET6","Business","Intellectual property is a valuable asset.","property, resource, holding, capital","noun","拉丁语 ad satis"
"assign","/əˈsaɪn/","分配","IELTS","IELTS","Each student was assigned a topic.","allocate, designate, appoint, distribute","verb","拉丁语 assignare"
"assignment","/əˈsaɪnmənt/","分配，委派 2. (分派)的任务，指定的(课外)作业","CET6","CET6","","","n",""
"assimilate","/əˈsɪməleɪt/","消化，吸收(食物、思想等)  2. 使...同化","CET6","CET6","","","v",""
"assist","/əˈsɪst/","协助","IELTS","IELTS","The software assists users in data analysis.","help, aid, support, facilitate","verb","拉丁语 assistere"
"assistance","/əˈsɪstəns/","援助，帮助","CET6","CET6","","","n",""
"assistant","/əˈsistənt/","助手，助理；助教","CET4","CET4","","","n",""
"associate","/əˈsoʊsieɪt/","联系；联想","CET4","General","We associate this brand with quality.","connect, link, relate, affiliate","verb","拉丁语 associare"
"association","/əˌsəʊsiˈeɪʃən/","联合，联盟 2. 联想 3. 协会，社团","CET6","CET6","","","n",""
"assume","/əˈsuːm/","假设","IELTS","IELTS","We assume the data is accurate.","presume, suppose, believe, take for granted","verb","拉丁语 assumere"
"assumption","/əˈsʌmpʃən/","假定，假设 2. 假装","CET6","CET6","","","n",""
"assurance","/əˈʃʊərəns/","担保，保证 2. 肯定，确信 3. 自信","CET6","CET6","","","n",""
"assure","/əˈʃʊə/","使确信，使放心，向...保证 2. 保障","CET6","CET6","","","v",""
"astonish","/əsˈtɔni∫/","使惊讶，使吃惊","CET4","CET4","","","vt",""
"astronaut","/ˈæstrənɔːt/","宇宙航行员，宇航员","CET4","CET4","","","n",""
"at","/æt/","在...里；在...时","CET4","CET4","","","prep",""
"athlete","/ˈæθliːt/","运动员","CET6","CET6","","","n",""
"atlantic","/ətˈlæntik/","大西洋的 n.大西洋","CET4","CET4","","","a",""
"atlas","/ˈætləs/","地图册","CET6","CET6","","","n",""
"atmosphere","/ˈætməsfɪr/","气氛；大气层","IELTS","IELTS","The atmosphere in the office was tense.","ambiance, mood, climate, environment","noun","希腊语 atmos + sphaira"
"atmospheric","/ˌætməsˈferik/","大气的;大气层的","CET4","CET4","","","a",""
"atom","/ˈætəm/","原子","CET4","Science","Atoms are the building blocks of matter.","particle, molecule, element, proton","noun","希腊语 atomos"
"atomic","/əˈtɔmik/","原子的；原子能的","CET4","CET4","","","a",""
"attach","/əˈtætʃ/","附上；连接","IELTS","IELTS","Please attach the required documents.","fasten, connect, affix, append","verb","古法语 atachier"
"attack","/əˈtæk/","攻击，进攻，攻打","CET6","CET6","","","n",""
"attain","/əˈteɪn/","达到；获得","IELTS","IELTS","She attained her PhD with distinction.","achieve, accomplish, reach, earn","verb","拉丁语 attingere"
"attempt","/əˈtempt/","尝试","IELTS","IELTS","They made several attempts to solve the problem.","try, effort, endeavor, undertaking","noun/verb","拉丁语 attemptare"
"attend","/əˈtend/","参加；出席","CET4","General","Please attend the meeting on time.","join, participate, be present, visit","verb","拉丁语 attendere"
"attendant","/əˈtendənt/","侍者，服务员 2. 护理员","CET6","CET6","","","n",""
"attention","/əˈten∫ən/","注意，留心；注意力","CET4","CET4","","","n",""
"attentive","/əˈtentiv/","注意的；有礼貌的","CET4","CET4","","","a",""
"attitude","/ˈætɪtuːd/","态度","IELTS","IELTS","A positive attitude is crucial for success.","mindset, outlook, perspective, approach","noun","拉丁语 aptitudo"
"attract","/əˈtrækt/","吸引","IELTS","IELTS","The city attracts tourists from around the world.","draw, lure, entice, captivate","verb","拉丁语 attrahere"
"attraction","/əˈtræk∫ən/","吸引；吸引力；引力","CET4","CET4","","","n",""
"attractive","/əˈtræktɪv/","有吸引力的，诱人的，令人愉快的","CET6","CET6","","","adj",""
"attribute","/əˈtribju(ː)t/","把...归因于 n.属性","CET4","CET4","","","vt",""
"auction","/ˈɔːkʃən/","拍卖","CET6","CET6","","","n",""
"audience","/ˈɔːdɪəns/","听众，观众 2. 接见，会见","CET6","CET6","","","n",""
"audit","/ˈɔːdɪt/","审计","CET6","Business","The company conducts an annual financial audit.","inspection, review, examination, check","noun","拉丁语 audire"
"august","/ˈɔːgəst/","八月","CET4","CET4","","","n",""
"aunt","/ɑːnt/","伯母，婶母，姑母","CET4","CET4","","","n",""
"aural","/ˈɔːrəl/","耳的，听觉的","CET4","CET4","","","a",""
"australia","/ɔsˈtreiljə/","澳大利亚","CET4","CET4","","","n",""
"australian","/ɔsˈtreiliən/","澳大利亚的","CET4","CET4","","","a",""
"authentic","/ɔːˈθentɪk/","真正的，真迹的，原作的，正宗的","CET6","CET6","","","adj",""
"authentication","/ɔːˌθentɪˈkeɪʃən/","认证；身份验证","CET6","Cybersecurity","Two-factor authentication adds security.","authorization, verification, identity, login","noun","希腊语 authentes"
"author","/ˈɔːθə/","著者，作家 2. 创造者，创始人，发起人","CET6","CET6","","","n",""
"authoritative","/ɔːˈθɒrətətɪv/","具权威性的，可信赖的","CET6","CET6","","","adj",""
"authority","/əˈθɔːrəti/","权威","IELTS","IELTS","The authority conducted an investigation.","power, control, jurisdiction, command","noun","拉丁语 auctoritas"
"authorize","/ˈɒːθәraiz/","授权，批准，委托","CET6","CET6","","","v",""
"auto","/ˈɔːtəu/","(口语)汽车","CET4","CET4","","","n",""
"automatic","/ˌɔːtəˈmætik/","自动的；机械的","CET4","CET4","","","a",""
"automation","/ˌɔːtəˈmeɪʃən/","自动化","CET6","Technology","Automation improves production efficiency.","robotics, mechanization, AI, streamlining","noun","希腊语 automatos"
"automobile","/ˌɔːtəˈməubil/","汽车，机动车","CET4","CET4","","","n",""
"autonomous","/ɔːˈtɒnəməs/","自治的，自主的，有自治权的","CET6","CET6","","","adj",""
"autonomy","/ɔːˈtɒnəmɪ/","自治，自治权","CET6","CET6","","","n",""
"autumn","/ˈɔːtəm/","秋，秋季","CET4","CET4","","","n",""
"auxiliary","/ɔːgˈziljəri/","辅助的；附属的","CET4","CET4","","","a",""
"avail","/əˈveɪl/","利用","CET6","CET6","","","v",""
"available","/əˈveɪləbl/","可用的","IELTS","IELTS","The report is available online.","accessible, obtainable, ready, free","adj","拉丁语 valere"
"avenue","/ˈævinjuː/","林荫道，道路；大街","CET4","CET4","","","n",""
"average","/ˈævərɪdʒ/","平均的","CET4","General","The average score was 85%.","mean, median, standard, typical","adj/noun","阿拉伯语 awariya"
"avert","/əˈvɜːt/","防止，避免 2. 移开(目光)，避开不看","CET6","CET6","","","v",""
"aviation","/ˌeɪvɪˈeɪʃən/","航空，航空学","CET6","CET6","","","n",""
"avoid","/əˈvɔɪd/","避免，回避，躲开","CET6","CET6","","","v",""
"await","/əˈweit/","等候，期待","CET4","CET4","","","vt",""
"awake","/əˈweik/","醒着的 vt.唤醒","CET4","CET4","","","a",""
"award","/əˈwɔːd/","授予，给以奖励","CET6","CET6","","","v",""
"aware","/əˈwer/","意识到的","IELTS","IELTS","Are you aware of the latest developments?","conscious, mindful, informed, knowledgeable","adj","古英语 gewær"
"away","/əˈwei/","离开，远离；...去","CET4","CET4","","","ad",""
"awful","/ˈɔːful/","令人不愉快的","CET4","CET4","","","a",""
"awfully","/ˈɔːfuli/","令人畏惧的；很","CET4","CET4","","","ad",""
"awkward","/ˈɔːkwəd/","笨拙的，不熟练的 2. 使用不便的 3. 尴尬的 4. 难应付的，难  处理的","CET6","CET6","","","adj",""
"ax","/æks/","斧子","CET4","CET4","","","n",""
"axis","/ˈæksɪs/","轴，轴心  2. 轴线","CET6","CET6","","","n",""
"baby","/ˈbeibi/","婴儿；孩子气的人","CET4","CET4","","","n",""
"back","/bæk/","在后；回原处；回","CET4","CET4","","","ad",""
"background","/ˈbækɡraʊnd/","背景 2. 个人的背景资料","CET6","CET6","","","n",""
"backward","/ˈbækwəd/","向后的；倒的 ad.倒","CET4","CET4","","","a",""
"bacteria","/bækˈtɪərɪə/","细菌","CET6","CET6","","","n",""
"bad","/bæd/","坏的，恶的；严重的","CET4","CET4","","","a",""
"badly","/ˈbædli/","坏，差；严重地","CET4","CET4","","","ad",""
"badminton","/ˈbædmintən/","羽毛球","CET4","CET4","","","n",""
"bag","/bæg/","袋，包，钱包，背包","CET4","CET4","","","n",""
"baggage","/ˈbægidʒ/","行李","CET4","CET4","","","n",""
"bake","/beik/","烤，烘，焙；烧硬","CET4","CET4","","","vt",""
"balance","/ˈbæləns/","使平衡；称 n.天平","CET4","CET4","","","vt",""
"ball","/bɔːl/","球，球状物；舞会","CET4","CET4","","","n",""
"ballet","/ˈbæleɪ/","芭蕾舞(曲、剧、团)","CET6","CET6","","","n",""
"balloon","/bəˈluːn/","气球，玩具气球","CET4","CET4","","","n",""
"bamboo","/bæmˈbuː/","竹子，竹竿","CET6","CET6","","","n",""
"banana","/bəˈnɑːnə/","香蕉；芭蕉属植物","CET4","CET4","","","n",""
"band","/bænd/","一帮，一伙(人)  2. 乐队 3. 带，带形物，箍  4. 镶边，嵌条 5. (收音机)波段，频带","CET6","CET6","","","n",""
"bandage","/ˈbændɪdʒ/","绷带","CET6","CET6","","","n",""
"bandwidth","/ˈbændwɪdθ/","带宽","CET6","Technology","High bandwidth enables fast data transfer.","speed, capacity, throughput, connection","noun","band + width"
"bang","/bæŋ/","猛撞，猛敲 2. 砰的关上(门等) 3. 发出砰的一声","CET6","CET6","","","v",""
"bank","/bæŋk/","银行；库；岩，堤","CET4","CET4","","","n",""
"bankruptcy","/ˈbæŋkrʌptsi/","破产","CET6","Business","The company filed for bankruptcy.","insolvency, failure, collapse, liquidation","noun","意大利语 banca rotta"
"banner","/ˈbænə/","旗，旗帜，横幅","CET4","CET4","","","n",""
"banquet","/ˈbæŋkwɪt/","宴会","CET6","CET6","","","n",""
"bar","/bɑː(r)/","酒吧间；条，杆；栅","CET4","CET4","","","n",""
"barber","/ˈbɑːbə/","理发师","CET4","CET4","","","n",""
"bare","/beə/","赤裸的；仅仅的","CET4","CET4","","","a",""
"barely","/ˈbeəlɪ/","v. 勉强，好容易才","CET6","CET6","","","ad",""
"bargain","/ˈbɑːrɡən/","讨价还价","CET4","Business","She bargained for a better price.","negotiate, haggle, deal, trade","verb/noun","古法语 bargaigner"
"bark","/bɑːk/","吠叫声 vi.吠，叫","CET4","CET4","","","n",""
"barn","/bɑːn/","谷仓；牲口棚","CET4","CET4","","","n",""
"barrel","/ˈbærəl/","桶；圆筒；枪管","CET4","CET4","","","n",""
"barren","/ˈbærən/","(土地)贫瘠的 2. 不孕的，不育的，不结果实的 3. 无用的，无效果的，无实际内容的","CET6","CET6","","","adj",""
"barricade","/ˌbærɪˈkeɪd/","路障，街垒","CET6","CET6","","","n",""
"barrier","/ˈbæriər/","障碍","IELTS","IELTS","Language can be a barrier to communication.","obstacle, hurdle, block, impediment","noun","古法语 barriere"
"base","/beis/","基础，底层；基地","CET4","CET4","","","n",""
"basic","/ˈbeisik/","基本的，基础的","CET4","CET4","","","a",""
"basically","/ˈbeisikəli/","基本上","CET4","CET4","","","ad",""
"basin","/ˈbeisn/","盆，洗脸盆；盆地","CET4","CET4","","","n",""
"basis","/ˈbeɪsɪs/","(pl bases)","CET6","CET6","","","",""
"basket","/bɑːskit/","篮，篓，筐","CET4","CET4","","","n",""
"basketball","/ˈbɑːskitbɔːl/","篮球；篮球运动","CET4","CET4","","","n",""
"bat","/bæt/","球拍；短棍；蝙蝠","CET4","CET4","","","n",""
"batch","/bætʃ/","一批，一组，一群","CET6","CET6","","","n",""
"bath","/bɑːθ/","浴，洗澡；浴缸","CET4","CET4","","","n",""
"bathe","/beið/","给...洗澡；弄湿","CET4","CET4","","","vt",""
"bathroom","/ˈbɑːθruːm/","浴室；盥洗室","CET4","CET4","","","n",""
"batter","/ˈbætə/","连续猛击，炮击 2. 打烂，用旧","CET6","CET6","","","v",""
"battery","/ˈbætəri/","电池；一套，一组","CET4","CET4","","","n",""
"battle","/ˈbætl/","战役；斗争 vi.作战","CET4","CET4","","","n",""
"bay","/bei/","湾；山脉中的凹处","CET4","CET4","","","n",""
"be","/biː/","v.&vi.是，在，做","CET4","CET4","","","aux",""
"beach","/biːt∫/","海滩，湖滩，河滩","CET4","CET4","","","n",""
"beam","/biːm/","梁 2. (日光、灯光等)(一)道，(一)束","CET6","CET6","","","n",""
"bean","/biːn/","豆，蚕豆","CET4","CET4","","","n",""
"bear","/beə/","容忍；负担；生育","CET4","CET4","","","vt",""
"beard","/biəd/","胡须，络腮胡子","CET4","CET4","","","n",""
"beast","/biːst/","兽，野兽；牲畜","CET4","CET4","","","n",""
"beat","/biːt/","&vi.打，敲；打败","CET4","CET4","","","vt",""
"beautiful","/ˈbjuːtəful/","美的，美丽的","CET4","CET4","","","a",""
"beauty","/ˈbjuːti/","美，美丽；美人","CET4","CET4","","","n",""
"because","/biˈkɔz/","由于，因为","CET4","CET4","","","conj",""
"become","/biˈkʌm/","变成；成为，变得","CET4","CET4","","","vi",""
"bed","/bed/","床，床位；圃；河床","CET4","CET4","","","n",""
"bee","/biː/","蜂，密蜂；忙碌的人","CET4","CET4","","","n",""
"beef","/biːf/","牛肉；菜牛","CET4","CET4","","","n",""
"beer","/biə/","啤酒","CET4","CET4","","","n",""
"before","/biˈfɔː/","在...以前；向...","CET4","CET4","","","prep",""
"beforehand","/bɪˈfɔːhænd/","v. 预先，事先","CET6","CET6","","","ad",""
"beg","/beg/","&vi.乞求；请求","CET4","CET4","","","vt",""
"beggar","/ˈbegə/","乞丐，穷人","CET4","CET4","","","n",""
"begin","/biˈgin/","开始 vt.开始","CET4","CET4","","","vi",""
